P_PV_kW,P_EV_kW
0,1628.43
0,1797.70
0,2128.54
0,2107.50
0,2689.79
0,2569.13
0,2459.02
0,2376.63
0,2500.01
0,2437.33
0,2434.90
0,2646.15
0,1658.61
0,2136.05
0,1303.65
0,1013.60
0,1074.88
0,299.05
0,378.31
0,275.53
0,1042.96
0,900.44
0,0.00
0,0.00
0,339.98
0,339.98
0,303.68
0,73.94
0,0.00
0,332.79
0,496.86
0,847.10
0,414.10
0,790.10
0,484.68
0,0.00
0,318.09
0,414.95
0,789.32
0,1551.52
0,1537.90
0,1854.57
0,1318.15
51.35,2807.20
102.7,1992.68
154.05,2098.15
205.4,1665.85
360.975,947.71
516.55,2048.92
672.125,2043.16
827.7,1112.44
1010.6,987.22
1193.5,629.38
1376.4,727.47
1559.3,998.27
1581,762.93
1602.7,439.76
1624.4,379.60
1646.1,493.34
1829.45,275.71
2012.8,275.71
2196.15,311.47
2379.5,677.77
2474.625,643.63
2569.75,270.80
2664.875,312.06
2760,1010.95
2698.3125,2000.08
2636.625,1799.74
2574.9375,1874.22
2513.25,1066.26
2392.8125,1169.14
2272.375,267.46
2151.9375,139.64
2031.5,442.99
1935.45,442.99
1839.4,870.04
1743.35,371.62
1647.3,320.34
1394.5875,284.16
1141.875,423.09
889.1625,193.52
636.45,329.36
605.2875,268.51
574.125,135.84
542.9625,72.23
511.8,362.84
394.45,596.04
277.1,341.30
159.75,927.24
42.4,1607.15
31.8,1563.43
21.2,1384.51
10.6,1601.87
0,1933.56
0,1622.39
0,1703.24
0,2494.20
0,2119.40
0,2069.93
0,1928.45
0,2478.10
0,1947.82
0,2664.93
0,2556.38
0,2099.36
0,2238.52
0,2205.55
0,1438.24
0,1938.30
0,1498.78
0,1312.88
0,1110.79
0,616.84
0,0.00
0,285.44
0,615.92
0,67.79
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,201.90
0,201.90
0,384.03
0,510.02
0,491.75
0,291.21
0,1907.51
0,2816.05
0,1266.90
0,2128.21
0,1871.52
28.2625,779.16
56.525,1661.79
84.7875,2331.38
113.05,2551.77
230.3875,1922.34
347.725,1351.60
465.0625,1851.16
582.4,1334.05
803.7,1735.68
1025,1301.61
1246.3,977.24
1467.6,494.12
1622.725,492.15
1777.85,308.78
1932.975,308.78
2088.1,0.00
2099.2125,393.71
2110.325,393.71
2121.4375,0.00
2132.55,160.89
2285,818.80
2437.45,818.80
2589.9,773.03
2742.35,936.78
2752.9875,799.89
2763.625,733.52
2774.2625,997.81
2784.9,439.87
2751.975,685.39
2719.05,0.00
2686.125,0.00
2653.2,0.00
2435.35,1373.15
2217.5,665.89
1999.65,677.35
1781.8,956.37
1639.5375,133.36
1497.275,398.19
1355.0125,133.36
1212.75,597.40
1041.3125,597.40
869.875,0.00
698.4375,367.18
527,1131.27
401.675,1412.89
276.35,382.42
151.025,388.94
25.7,823.50
19.275,1067.73
12.85,943.26
6.425,607.23
0,1357.97
0,1578.35
0,1869.09
0,1921.40
0,1223.79
0,2123.24
0,2038.40
0,1241.78
0,1991.75
0,2599.55
0,2231.00
0,2112.08
0,2292.74
0,2092.84
0,2009.90
0,1719.19
0,957.51
0,1411.97
0,1272.94
0,1633.19
0,516.72
0,508.67
0,952.60
0,343.94
0,697.88
0,697.88
0,312.89
0,186.10
0,428.36
0,474.01
0,474.01
0,474.01
0,666.61
0,551.06
0,818.21
0,367.99
0,304.23
0,1059.65
0,883.17
0,650.82
0,1010.90
0,1572.56
0,1656.81
0,2421.61
0,1452.25
71.2875,2316.80
142.575,1975.50
213.8625,1888.18
285.15,2271.84
444.375,2074.42
603.6,2441.11
762.825,2371.63
922.05,2096.58
1033.8875,1436.03
1145.725,1764.19
1257.5625,1764.19
1369.4,820.46
1466.8375,946.00
1564.275,707.75
1661.7125,1105.03
1759.15,1592.57
1994.2375,526.47
2229.325,265.72
2464.4125,0.00
2699.5,794.40
2709.55,228.53
2719.6,576.16
2729.65,1061.20
2739.7,1574.76
2760.475,1296.54
2781.25,1257.70
2802.025,758.06
2822.8,419.93
2810.7625,314.64
2798.725,565.46
2786.6875,408.84
2774.65,698.11
2525.1,956.46
2275.55,615.64
2026,900.64
1776.45,975.44
1674.525,609.27
1572.6,243.59
1470.675,707.98
1368.75,206.58
1184.5375,227.52
1000.325,227.52
816.1125,0.00
631.9,354.31
485.6625,653.71
339.425,598.34
193.1875,434.22
46.95,400.96
35.2125,1118.13
23.475,1493.28
11.7375,2085.46
0,2051.46
0,1848.33
0,1801.80
0,2187.77
0,2295.79
0,1820.95
0,2314.41
0,2337.43
0,2727.77
0,2518.53
0,2105.98
0,1981.13
0,2729.95
0,2070.93
0,2926.69
0,2314.71
0,1302.70
0,1125.58
0,1125.05
0,191.76
0,0.00
0,262.46
0,83.68
0,0.00
0,0.00
0,353.00
0,427.02
0,300.95
0,0.00
0,347.81
0,325.20
0,291.99
0,668.30
0,668.30
0,469.93
0,179.47
0,0.00
0,522.19
0,522.19
0,394.49
0,1589.59
0,2296.16
0,2144.74
0,1645.24
0,1665.73
64.125,1600.79
128.25,1803.00
192.375,2707.52
256.5,1801.58
447.375,1319.73
638.25,720.76
829.125,770.26
1020,859.95
1217.0625,897.11
1414.125,1221.07
1611.1875,741.09
1808.25,1260.97
1966.3,1260.97
2124.35,752.29
2282.4,615.50
2440.45,567.80
2534.0625,759.84
2627.675,74.86
2721.2875,16.04
2814.9,0.00
2894.2125,356.70
2973.525,0.00
3052.8375,351.11
3132.15,708.61
3162.8875,580.05
3193.625,1258.07
3224.3625,921.37
3255.1,535.90
3153.775,186.13
3052.45,609.11
2951.125,1190.26
2849.8,797.65
2695.3125,267.58
2540.825,370.95
2386.3375,883.04
2231.85,783.81
2016.7125,342.39
1801.575,174.95
1586.4375,644.04
1371.3,644.04
1166.65,800.77
962,512.13
757.35,372.71
552.7,499.55
428.125,1141.38
303.55,1043.71
178.975,865.94
54.4,446.39
40.8,2261.34
27.2,2500.99
13.6,1233.13
0,1773.65
0,1932.12
0,2408.92
0,2111.99
0,2048.51
0,2170.29
0,2232.58
0,1064.92
0,2292.34
0,1801.44
0,2222.51
0,2539.81
0,2220.50
0,2512.36
0,1618.68
0,1833.04
0,1039.65
0,618.07
0,884.59
0,708.00
0,0.00
0,0.00
0,0.00
0,325.69
0,325.69
0,0.00
0,0.00
0,172.36
0,256.36
0,529.51
0,529.51
0,264.40
0,547.46
0,611.82
0,622.13
0,572.19
0,406.90
0,634.04
0,386.88
0,257.16
0,2105.30
0,1565.93
0,815.64
0,1888.23
0,1460.27
55.8,2241.94
111.6,2215.08
167.4,2414.18
223.2,2374.22
374.125,1625.17
525.05,1436.20
675.975,1737.51
826.9,2043.73
948.85,1334.90
1070.8,959.32
1192.75,959.32
1314.7,935.99
1436.5,616.85
1558.3,536.80
1680.1,1338.90
1801.9,579.05
1920.925,0.00
2039.95,0.00
2158.975,262.17
2278,369.42
2486.425,684.29
2694.85,618.75
2903.275,530.83
3111.7,1619.41
3067.7,1507.84
3023.7,1866.87
2979.7,1813.01
2935.7,649.03
2874.4125,806.74
2813.125,691.28
2751.8375,373.68
2690.55,433.65
2438.0875,989.68
2185.625,860.76
1933.1625,987.78
1680.7,0.00
1587.3125,225.29
1493.925,471.33
1400.5375,590.16
1307.15,295.34
1109.325,470.50
911.5,457.49
713.675,460.09
515.85,758.71
401.2125,653.18
286.575,1049.95
171.9375,989.74
57.3,1474.57
42.975,2675.44
28.65,2012.52
14.325,981.72
0,976.14
0,1903.12
0,2883.50
0,2653.06
0,2013.64
0,1505.67
0,1282.39
0,1118.45
0,1338.89
0,2193.84
0,2367.75
0,2649.06
0,3016.02
0,2143.97
0,2344.51
0,1996.37
0,1267.71
0,969.12
0,327.14
0,335.25
0,432.38
0,432.38
0,0.00
0,0.00
0,415.10
0,0.00
0,204.15
0,204.15
0,0.00
0,0.00
0,564.99
0,657.31
0,1494.70
0,1484.33
0,362.36
0,362.36
0,384.30
0,555.08
0,442.59
0,712.36
0,712.36
0,960.84
0,1230.10
0,1853.81
0,2249.71
55.625,1509.61
111.25,1717.18
166.875,1992.35
222.5,1321.23
431.375,1265.03
640.25,1423.79
849.125,2559.15
1058,1664.90
1275.8625,1353.95
1493.725,1283.72
1711.5875,1190.39
1929.45,863.46
1970.7875,863.46
2012.125,1743.66
2053.4625,438.87
2094.8,461.38
2192.1375,808.43
2289.475,402.86
2386.8125,0.00
2484.15,0.00
2626.9125,438.48
2769.675,438.48
2912.4375,0.00
3055.2,714.34
3027.95,979.84
3000.7,777.68
2973.45,777.68
2946.2,71.87
2843.5125,0.00
2740.825,0.00
2638.1375,737.75
2535.45,534.52
2514.7625,131.78
2494.075,0.00
2473.3875,695.58
2452.7,695.58
2171.125,379.57
1889.55,229.41
1607.975,195.66
1326.4,195.66
1140.175,0.00
953.95,240.47
767.725,589.60
581.5,720.40
447.3375,1619.77
313.175,1207.19
179.0125,817.72
44.85,1659.43
33.6375,1406.25
22.425,1388.51
11.2125,459.80
0,1760.80
0,1742.41
0,2200.72
0,2211.19
0,1969.61
0,2034.45
0,1716.29
0,1674.62
0,2216.77
0,1846.98
0,2219.46
0,2387.79
0,2866.01
0,2717.53
0,2428.85
0,2128.15
0,1002.52
0,991.91
0,1245.97
0,1223.81
0,157.54
0,157.54
0,157.54
0,0.00
0,0.00
0,189.21
0,189.21
0,123.49
0,187.91
0,648.07
0,307.03
0,509.99
0,175.32
0,968.21
0,968.21
0,179.19
0,50.39
0,391.32
0,1335.80
0,1323.70
0,1914.25
0,1879.47
0,1623.59
0,1584.03
0,1342.95
54.1125,2772.78
108.225,2501.41
162.3375,2636.65
216.45,2444.11
392.875,1158.14
569.3,970.87
745.725,1340.44
922.15,1474.91
1178.95,799.28
1435.75,739.06
1692.55,302.29
1949.35,622.60
2001.9125,419.65
2054.475,419.65
2107.0375,564.81
2159.6,566.41
2135.2875,255.24
2110.975,621.51
2086.6625,556.77
2062.35,1128.52
2096.1875,1223.40
2130.025,585.76
2163.8625,480.86
2197.7,884.12
2217.7125,1493.15
2237.725,1508.94
2257.7375,1569.02
2277.75,1379.88
2183.9375,452.64
2090.125,451.77
1996.3125,570.25
1902.5,718.76
1828.7125,544.61
1754.925,379.71
1681.1375,548.09
1607.35,1074.59
1507.2375,937.62
1407.125,302.30
1307.0125,364.87
1206.9,319.10
1049.325,650.26
891.75,893.95
734.175,492.53
576.6,681.32
444.275,906.56
311.95,140.68
179.625,334.86
47.3,1098.97
35.475,805.20
23.65,1601.23
11.825,1313.79
0,2753.95
0,2264.95
0,1972.94
0,1311.41
0,1746.14
0,1904.02
0,2384.95
0,2567.14
0,2201.43
0,2315.51
0,2272.58
0,3129.27
0,3146.74
0,2854.84
0,1871.62
0,1908.75
0,906.86
0,622.15
0,503.44
0,202.51
0,312.66
0,300.03
0,765.12
0,855.53
0,1044.08
0,154.71
0,154.71
0,154.71
0,435.95
0,1204.23
0,762.41
0,439.67
0,431.42
0,131.52
0,521.28
0,544.95
0,439.31
0,157.24
0,232.30
0,741.62
0,1569.47
0,1911.72
0,1810.49
0,2274.35
0,2084.86
87.525,2243.54
175.05,2060.39
262.575,1947.38
350.1,2144.53
516.225,1555.87
682.35,1321.36
848.475,1988.12
1014.6,980.50
1234.4625,1019.89
1454.325,1010.65
1674.1875,1352.72
1894.05,602.73
2002.05,342.12
2110.05,532.83
2218.05,376.75
2326.05,436.67
2501.5625,416.29
2677.075,471.06
2852.5875,264.87
3028.1,677.05
3142.4125,596.62
3256.725,1477.07
3371.0375,359.63
3485.35,298.48
3416.5625,903.60
3347.775,780.39
3278.9875,659.89
3210.2,740.64
3114.2,1266.89
3018.2,904.94
2922.2,686.04
2826.2,620.88
2633.85,557.68
2441.5,386.41
2249.15,386.41
2056.8,422.78
1898.8,422.78
1740.8,132.36
1582.8,0.00
1424.8,381.80
1245.9875,664.60
1067.175,654.34
888.3625,0.00
709.55,379.38
545.025,345.84
380.5,728.76
215.975,1139.11
51.45,2317.73
38.5875,2237.61
25.725,2104.51
12.8625,2151.28
0,2368.75
0,2238.82
0,1038.74
0,1233.44
0,1828.38
0,2396.78
0,2237.43
0,1936.43
0,2367.19
0,2402.07
0,2035.45
0,2402.85
0,2482.32
0,2114.14
0,1320.12
0,2230.27
0,949.32
0,1203.31
0,703.42
0,719.98
0,261.69
0,261.69
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,479.62
0,479.62
0,0.00
0,0.00
0,257.21
0,509.78
0,809.66
0,809.66
0,0.00
0,677.31
0,677.31
0,532.48
0,770.81
0,1380.94
0,2343.83
0,1874.88
0,1671.18
0,1532.61
89.35,1743.44
178.7,1490.77
268.05,2140.81
357.4,1755.91
582.35,1929.02
807.3,1342.12
1032.25,1996.85
1257.2,1304.71
1458.1875,598.88
1659.175,452.94
1860.1625,528.72
2061.15,320.43
2140.875,320.43
2220.6,1604.89
2300.325,1673.78
2380.05,478.12
2447.65,1017.51
2515.25,1017.51
2582.85,405.54
2650.45,922.05
2803.6875,648.53
2956.925,216.94
3110.1625,1072.62
3263.4,832.41
3241.8375,458.13
3220.275,859.55
3198.7125,1093.36
3177.15,806.23
3059.825,725.86
2942.5,195.55
2825.175,0.00
2707.85,591.56
2575.3125,590.31
2442.775,590.31
2310.2375,288.17
2177.7,288.17
1918.65,0.00
1659.6,0.00
1400.55,329.55
1141.5,346.98
1010.6875,410.90
879.875,396.96
749.0625,0.00
618.25,253.14
476.475,277.36
334.7,815.78
192.925,800.24
51.15,1108.95
38.3625,992.35
25.575,855.90
12.7875,1117.63
0,1440.90
0,1691.22
0,1151.28
0,1569.88
0,1488.14
0,1878.64
0,2782.39
0,2420.00
0,2559.31
0,2218.95
0,1913.95
0,2448.79
0,2351.08
0,1979.02
0,1436.04
0,1876.11
0,1657.75
0,1956.31
0,853.27
0,437.19
0,0.00
0,0.00
0,0.00
0,364.29
0,385.16
0,385.16
0,212.49
0,182.42
0,182.42
0,421.81
0,420.50
0,0.00
0,0.00
0,499.89
0,362.03
0,445.87
0,652.03
0,652.03
0,105.90
0,105.90
0,894.86
0,604.08
0,1341.43
0,2444.24
0,1786.66
28.15,2191.22
56.3,2471.58
84.45,2292.77
112.6,3082.05
263.3625,2146.91
414.125,1433.57
564.8875,1276.81
715.65,439.72
784.1875,1304.54
852.725,1175.77
921.2625,1142.33
989.8,569.11
1035.3375,495.41
1080.875,532.95
1126.4125,510.82
1171.95,403.43
1344.4375,378.05
1516.925,444.50
1689.4125,776.82
1861.9,376.33
1865.725,376.33
1869.55,343.47
1873.375,322.89
1877.2,539.90
1880.125,901.12
1883.05,652.64
1885.975,927.56
1888.9,974.74
1957.125,548.37
2025.35,125.82
2093.575,363.97
2161.8,992.26
1903.25,328.20
1644.7,0.00
1386.15,146.27
1127.6,232.46
1058.8375,220.78
990.075,371.56
921.3125,222.08
852.55,222.08
752.1,0.00
651.65,0.00
551.2,299.32
450.75,339.15
346.4625,616.32
242.175,602.29
137.8875,180.32
33.6,759.62
25.2,895.04
16.8,2041.00
8.4,929.84
0,1588.19
0,1894.20
0,2550.67
0,2476.79
0,1839.09
0,2061.60
0,2380.42
0,1943.45
0,2146.73
0,2477.76
0,2717.05
0,2488.67
0,2339.45
0,2280.63
0,2051.42
0,2229.87
0,2218.63
0,1970.27
0,555.90
0,482.84
0,294.72
0,975.44
0,229.64
0,0.00
0,193.07
0,193.07
0,0.00
0,216.18
0,566.01
0,418.82
0,0.00
0,464.53
0,799.34
0,590.00
0,201.28
0,0.00
0,0.00
0,0.00
0,181.42
0,404.73
0,521.89
0,1855.21
0,2245.26
0,1603.62
0,1990.50
82.85,1658.32
165.7,2837.10
248.55,1966.78
331.4,813.73
555.0625,792.13
778.725,666.43
1002.3875,634.60
1226.05,1640.67
1459.6875,1640.67
1693.325,1149.07
1926.9625,834.38
2160.6,421.75
2293.4375,421.75
2426.275,0.00
2559.1125,374.16
2691.95,0.00
2809.3125,283.99
2926.675,0.00
3044.0375,0.00
3161.4,0.00
3036.975,187.04
2912.55,104.53
2788.125,178.76
2663.7,1326.97
2763.875,1865.75
2864.05,1442.30
2964.225,649.55
3064.4,349.91
2967.2875,349.91
2870.175,570.34
2773.0625,0.00
2675.95,217.48
2506.25,645.41
2336.55,1264.59
2166.85,1240.14
1997.15,824.53
1874.4625,750.64
1751.775,95.67
1629.0875,600.27
1506.4,600.27
1287.1875,0.00
1067.975,0.00
848.7625,0.00
629.55,312.71
485.8375,142.63
342.125,1166.98
198.4125,991.25
54.7,1881.83
41.025,2002.15
27.35,1771.24
13.675,1867.99
0,1825.38
0,2248.35
0,2112.56
0,2185.06
0,2780.23
0,2086.73
0,2618.96
0,2741.34
0,2161.51
0,1963.01
0,2168.36
0,2150.32
0,2226.99
0,2208.84
0,2212.19
0,2515.89
0,2476.05
0,1202.79
0,268.92
0,426.60
0,378.66
0,366.05
0,781.59
0,418.09
0,392.18
0,0.00
0,0.00
0,412.88
0,362.88
0,256.61
0,418.87
0,418.87
0,226.03
0,0.00
0,0.00
0,394.31
0,463.07
0,188.82
0,654.05
0,654.05
0,1046.90
0,1230.46
0,2263.74
0,2287.12
0,2154.30
35.9,1863.04
71.8,2162.64
107.7,1434.18
143.6,1505.10
297.4375,1615.98
451.275,1277.09
605.1125,980.13
758.95,1041.14
811.625,1043.43
864.3,974.25
916.975,754.69
969.65,754.69
1357.5,0.00
1745.35,412.47
2133.2,563.21
2521.05,522.73
2538,0.00
2554.95,602.34
2571.9,373.94
2588.85,0.00
2668.025,435.57
2747.2,237.12
2826.375,0.00
2905.55,916.48
2946.6375,929.98
2987.725,1567.30
3028.8125,759.91
3069.9,996.31
2977.475,707.14
2885.05,199.87
2792.625,210.01
2700.2,225.40
2548.5625,225.40
2396.925,295.34
2245.2875,110.94
2093.65,299.74
1866.15,299.74
1638.65,1047.28
1411.15,1089.02
1183.65,364.93
1025.8375,0.00
868.025,0.00
710.2125,0.00
552.4,859.81
431.2375,457.25
310.075,803.99
188.9125,931.30
67.75,1333.85
50.8125,761.04
33.875,1408.88
16.9375,2101.97
0,2232.27
0,1638.52
0,1720.83
0,2207.67
0,2361.27
0,2430.43
0,2299.88
0,2193.01
0,2598.80
0,2343.25
0,2612.66
0,2581.45
0,2457.68
0,2138.43
0,2075.64
0,2141.83
0,2402.59
0,1918.19
0,407.10
0,624.60
0,0.00
0,0.00
0,282.08
0,282.08
0,117.78
0,0.00
0,0.00
0,0.00
0,0.00
0,293.15
0,258.84
0,258.84
0,150.57
0,301.88
0,301.88
0,739.15
0,1219.76
0,253.42
0,628.70
0,302.29
0,1032.57
0,1433.55
0,1396.27
0,2127.49
0,2255.83
70.0625,2209.00
140.125,1657.35
210.1875,2260.35
280.25,1979.76
448.4875,2049.87
616.725,1320.40
784.9625,1982.63
953.2,1941.91
1148.075,1620.79
1342.95,965.51
1537.825,1158.70
1732.7,1147.62
1755.8125,415.42
1778.925,415.42
1802.0375,1198.19
1825.15,828.90
1910.7375,427.15
1996.325,850.35
2081.9125,639.70
2167.5,603.03
2275.9875,603.03
2384.475,734.58
2492.9625,483.32
2601.45,1268.72
2642.6375,1678.76
2683.825,1267.12
2725.0125,1706.49
2766.2,908.73
2617.65,448.25
2469.1,798.90
2320.55,864.65
2172,757.28
1950.675,136.04
1729.35,682.80
1508.025,1042.15
1286.7,169.26
1167.5,779.98
1048.3,394.66
929.1,749.95
809.9,328.91
681.2625,322.62
552.625,322.62
423.9875,0.00
295.35,658.22
227.4125,552.34
159.475,738.78
91.5375,709.64
23.6,1408.81
17.7,928.39
11.8,1556.32
5.9,1220.77
0,1996.99
0,1864.63
0,1690.39
0,2692.14
0,2628.83
0,1758.86
0,1794.82
0,2484.72
0,1799.94
0,2612.71
0,2547.14
0,1761.07
0,1689.24
0,1792.35
0,2493.86
0,2288.83
0,1919.15
0,686.26
0,326.17
0,1099.64
0,0.00
0,358.96
0,358.96
0,0.00
0,189.32
0,406.93
0,406.93
0,68.33
0,455.66
0,455.66
0,564.00
0,465.41
0,212.22
0,417.39
0,417.39
0,729.75
0,0.00
0,333.94
0,301.79
0,131.90
0,1338.93
0,1584.33
0,1691.35
0,2197.63
0,2110.41
56.8875,2540.67
113.775,2624.88
170.6625,2334.03
227.55,2007.49
391.1625,2108.13
554.775,1427.66
718.3875,1586.13
882,1189.46
973.825,795.29
1065.65,671.39
1157.475,663.34
1249.3,886.20
1511.975,508.34
1774.65,586.17
2037.325,586.17
2300,384.38
2344.55,421.93
2389.1,864.54
2433.65,530.80
2478.2,805.14
2510.8875,0.00
2543.575,192.65
2576.2625,687.68
2608.95,1143.28
2676.0125,887.52
2743.075,1084.18
2810.1375,1051.84
2877.2,1055.00
2784.7625,308.52
2692.325,947.62
2599.8875,837.94
2507.45,693.37
2410,676.08
2312.55,176.26
2215.1,0.00
2117.65,255.36
1903.325,354.38
1689,307.31
1474.675,438.33
1260.35,709.94
1096.3,637.15
932.25,503.49
768.2,763.96
604.15,316.99
471.3625,751.19
338.575,600.64
205.7875,1106.15
73,2292.52
54.75,652.15
36.5,400.26
18.25,1410.66
0,2227.92
0,1487.90
0,1948.21
0,993.49
0,1515.25
0,992.44
0,958.91
0,1838.56
0,1774.38
0,2773.24
0,2303.68
0,2224.38
0,2089.13
0,2610.44
0,2640.40
0,2220.73
0,1765.47
0,690.13
0,673.61
0,729.51
0,0.00
0,0.00
0,600.87
0,279.48
0,531.56
0,263.87
0,322.09
0,494.88
0,494.88
0,474.10
0,623.68
0,263.83
0,263.83
0,474.37
0,417.48
0,1056.64
0,1184.00
0,1125.03
0,749.38
0,358.07
0,1700.10
0,1560.09
0,1102.43
0,2033.48
0,2222.60
90.9375,1936.76
181.875,1569.15
272.8125,1042.01
363.75,1062.51
581.6625,1487.94
799.575,1524.74
1017.4875,1566.73
1235.4,1418.26
1338.4375,844.07
1441.475,609.87
1544.5125,1298.72
1647.55,557.90
1809.425,491.77
1971.3,605.77
2133.175,582.46
2295.05,491.84
2533.7375,713.68
2772.425,713.68
3011.1125,962.95
3249.8,1231.43
3305.025,557.41
3360.25,591.42
3415.475,218.46
3470.7,473.37
3463.45,332.00
3456.2,622.37
3448.95,1049.13
3441.7,1148.09
3369.4,470.09
3297.1,283.02
3224.8,608.39
3152.5,830.99
2877.475,524.56
2602.45,406.74
2327.425,208.14
2052.4,0.00
1933.2875,194.04
1814.175,780.45
1695.0625,780.45
1575.95,754.44
1375.7875,475.05
1175.625,742.92
975.4625,709.20
775.3,1050.37
598.4,839.49
421.5,1299.12
244.6,626.67
67.7,741.34
50.775,1666.47
33.85,1773.74
16.925,1553.44
0,2311.11
0,1285.74
0,1718.74
0,1960.71
0,2016.76
0,1953.19
0,2406.56
0,2550.85
0,2352.51
0,2582.85
0,3097.91
0,2139.00
0,2711.51
0,2547.80
0,2241.59
0,2055.99
0,1359.02
0,887.38
0,426.56
0,364.91
0,0.00
0,0.00
0,0.00
0,318.53
0,966.82
0,290.91
0,404.84
0,408.52
0,851.97
0,560.44
0,346.58
0,339.78
0,260.15
0,0.00
0,331.90
0,541.66
0,421.23
0,315.75
0,1150.45
0,976.29
0,1351.23
0,2063.65
0,2417.42
0,2121.74
0,2079.34
14.4,2590.98
28.8,2389.64
43.2,2360.23
57.6,724.90
143.25,1582.66
228.9,1296.18
314.55,1696.26
400.2,1172.02
654.1875,1674.57
908.175,968.46
1162.1625,702.91
1416.15,1004.11
1611.4125,438.17
1806.675,438.17
2001.9375,0.00
2197.2,388.43
2352.975,860.51
2508.75,480.66
2664.525,523.88
2820.3,1069.68
2874.625,665.42
2928.95,307.71
2983.275,191.11
3037.6,196.33
3054.9125,2023.63
3072.225,1862.67
3089.5375,1417.80
3106.85,1281.10
2952.6625,1576.23
2798.475,615.60
2644.2875,659.11
2490.1,617.05
2466.2875,331.15
2442.475,653.93
2418.6625,604.92
2394.85,1230.52
2143.95,798.42
1893.05,0.00
1642.15,348.99
1391.25,0.00
1203.6875,598.18
1016.125,437.11
828.5625,339.51
641,224.67
501.65,185.35
362.3,175.54
222.95,1888.39
83.6,2250.55
62.7,915.11
41.8,1819.93
20.9,490.75
0,892.02
0,1031.04
0,1459.33
0,2446.45
0,2324.34
0,2442.83
0,2700.44
0,2700.39
0,2366.23
0,2425.81
0,1328.97
0,2338.84
0,1911.02
0,2497.78
0,2210.03
0,2031.68
0,668.99
0,409.55
0,446.10
0,559.24
0,0.00
0,0.00
0,716.38
0,558.73
0,622.12
0,591.32
0,511.53
0,421.11
0,0.00
0,347.54
0,53.98
0,346.43
0,705.05
0,346.43
0,881.11
0,1067.49
0,88.31
0,1513.15
0,1322.22
0,881.61
0,1966.95
0,2074.38
0,1848.81
0,1667.94
0,1951.29
64.0875,2256.22
128.175,2611.71
192.2625,2408.54
256.35,1415.77
378.75,1290.56
501.15,1415.50
623.55,1445.56
745.95,1306.52
930.9875,562.91
1116.025,272.63
1301.0625,385.41
1486.1,550.21
1626.6,1808.54
1767.1,1230.37
1907.6,1029.89
2048.1,1405.84
2082.0125,1057.97
2115.925,904.54
2149.8375,485.83
2183.75,337.40
2303.0125,368.27
2422.275,475.45
2541.5375,190.06
2660.8,331.78
2653,249.51
2645.2,944.87
2637.4,1544.87
2629.6,223.48
2417.85,255.75
2206.1,18.00
1994.35,241.44
1782.6,0.00
1661.2125,245.65
1539.825,245.65
1418.4375,329.52
1297.05,372.11
1211.275,227.21
1125.5,178.22
1039.725,976.06
953.95,651.19
823.7,203.31
693.45,465.03
563.2,414.02
432.95,551.56
342.6125,482.73
252.275,579.16
161.9375,579.16
71.6,1551.28
53.7,1820.71
35.8,2550.31
17.9,2170.53
0,1824.61
0,1432.78
0,1833.07
0,2279.55
0,1977.97
0,1692.12
0,1855.40
0,1739.45
0,2051.61
0,2076.85
0,2311.78
0,2826.10
0,2719.39
0,2039.33
0,2051.76
0,1909.00
0,886.38
0,536.47
0,687.56
0,1172.36
0,0.00
0,0.00
0,361.76
0,259.21
0,462.81
0,0.00
0,0.00
0,0.00
0,303.48
0,303.48
0,414.55
0,0.00
0,297.37
0,312.82
0,875.70
0,875.70
0,374.96
0,521.72
0,947.55
0,594.11
0,2120.17
0,2373.19
0,1658.53
0,1166.03
0,2332.01
25.275,1758.29
50.55,1498.18
75.825,2754.81
101.1,2749.84
147.2125,1333.81
193.325,1403.34
239.4375,1885.35
285.55,1092.58
330.95,966.86
376.35,886.14
421.75,1013.32
467.15,532.46
576.6125,0.00
686.075,127.25
795.5375,590.66
905,411.08
941.95,424.25
978.9,149.26
1015.85,598.10
1052.8,513.33
1223.975,50.00
1395.15,0.00
1566.325,0.00
1737.5,1043.79
1799.725,548.48
1861.95,460.46
1924.175,737.75
1986.4,1174.76
2067.525,817.21
2148.65,879.52
2229.775,914.09
2310.9,649.03
2260.45,202.66
2210,352.43
2159.55,422.01
2109.1,618.72
1959.575,444.25
1810.05,347.53
1660.525,0.00
1511,400.41
1282.1625,0.00
1053.325,164.71
824.4875,164.71
595.65,751.41
467.1125,47.23
338.575,705.35
210.0375,1247.21
81.5,970.13
61.125,1553.46
40.75,2264.03
20.375,1964.69
0,1962.41
0,2306.60
0,2657.37
0,1709.09
0,2092.33
0,2236.24
0,2188.14
0,2491.30
0,2709.88
0,2336.34
0,2544.54
0,2863.25
0,2331.84
0,2183.73
0,2391.17
0,2335.24
0,1804.71
0,500.73
0,50.00
0,0.00
0,726.38
0,1097.69
0,396.47
0,179.60
0,264.64
0,360.79
0,496.92
0,592.40
0,958.41
0,871.55
0,1085.16
0,465.95
0,544.50
0,494.54
0,1084.01
0,750.87
0,1146.65
0,405.93
0,682.31
0,668.44
0,1354.96
0,2024.63
0,2319.82
0,2165.48
0,2369.79
73.575,1521.00
147.15,1653.26
220.725,1356.35
294.3,989.85
