P_PV_kW,P_EV_kW
0,1302.85
0,2345.74
0,1863.43
0,1758.52
0,1627.32
64.95,1840.51
129.9,2484.83
194.85,2852.53
259.8,1164.53
509.9875,1164.12
760.175,1069.64
1010.3625,1616.10
1260.55,1512.96
1548.4,1259.09
1836.25,1284.29
2124.1,916.93
2411.95,483.14
2621.475,859.92
2831,1202.70
3040.525,824.56
3250.05,402.50
3369.4125,430.24
3488.775,578.07
3608.1375,0.00
3727.5,379.59
3760.3375,258.52
3793.175,166.23
3826.0125,533.42
3858.85,841.07
3826.725,839.82
3794.6,618.46
3762.475,610.04
3730.35,733.17
3584.2,366.56
3438.05,341.27
3291.9,291.27
3145.75,428.46
2921.75,348.28
2697.75,903.79
2473.75,668.60
2249.75,14.50
2166.275,0.00
2082.8,470.00
1999.325,953.23
1915.85,1167.71
1655.9,821.39
1395.95,684.71
1136,684.71
876.05,731.76
677.825,577.85
479.6,634.41
281.375,722.56
83.15,1068.91
62.3625,761.67
41.575,2107.37
20.7875,1787.03
0,1337.66
0,1014.84
0,794.07
0,1926.98
0,3014.76
0,2549.83
0,2532.90
0,2515.98
0,2703.35
0,2292.97
0,1956.84
0,2005.11
0,2287.82
0,2285.42
0,1929.21
0,2126.96
0,1622.02
0,894.16
0,698.77
0,682.31
0,0.00
0,0.00
0,0.00
0,398.03
0,398.03
0,317.88
0,181.93
0,50.00
0,0.00
0,0.00
0,667.36
0,494.59
0,688.99
0,820.46
0,791.47
0,160.41
0,361.01
0,825.58
0,366.63
0,763.47
0,1543.04
0,2254.56
0,1740.08
0,2290.67
0,1955.09
67.3625,2577.74
134.725,2350.37
202.0875,2308.69
269.45,1916.91
548.9125,1875.59
828.375,2340.91
1107.8375,1862.04
1387.3,467.50
1669.4375,1288.60
1951.575,1259.40
2233.7125,850.03
2515.85,421.53
2714.5375,727.05
2913.225,445.15
3111.9125,373.56
3310.6,179.07
3447.9125,509.58
3585.225,939.53
3722.5375,477.78
3859.85,0.00
3865.85,303.52
3871.85,0.00
3877.85,121.02
3883.85,121.02
3799.3625,238.03
3714.875,1353.16
3630.3875,1519.39
3545.9,1200.98
3438.9625,360.05
3332.025,342.35
3225.0875,133.32
3118.15,83.32
3013.3,0.00
2908.45,281.50
2803.6,281.50
2698.75,190.42
2535.6875,605.28
2372.625,302.00
2209.5625,306.64
2046.5,379.96
1768.5875,760.90
1490.675,450.69
1212.7625,407.61
934.85,562.97
723.075,875.59
511.3,895.03
299.525,313.18
87.75,1050.20
65.8125,1808.29
43.875,897.28
21.9375,882.15
0,1788.14
0,1182.68
0,1840.61
0,1799.28
0,1627.50
0,1405.35
0,2094.58
0,2070.41
0,2707.83
0,2929.62
0,2620.25
0,2427.52
0,1945.59
0,2260.51
0,1704.32
0,1823.18
0,1348.19
0,520.05
0,873.48
0,658.50
0,0.00
0,0.00
0,283.26
0,283.26
0,336.81
0,540.58
0,0.00
0,0.00
0,0.00
0,0.00
0,313.89
0,574.89
0,738.01
0,569.29
0,345.19
0,147.95
0,437.70
0,811.29
0,358.09
0,232.80
0,867.53
0,2498.26
0,1942.52
0,2451.91
0,2330.66
65.7625,1908.14
131.525,1553.21
197.2875,2058.83
263.05,863.42
520.475,998.72
777.9,1774.69
1035.325,1203.14
1292.75,773.30
1543.575,1422.37
1794.4,602.61
2045.225,293.67
2296.05,764.45
2516.7375,763.48
2737.425,667.02
2958.1125,0.00
3178.8,340.10
3326.0375,0.00
3473.275,0.00
3620.5125,472.97
3767.75,742.91
3831.075,585.27
3894.4,188.23
3957.725,301.53
4021.05,973.68
3960.875,1140.58
3900.7,1665.08
3840.525,931.06
3780.35,124.20
3586.9375,296.39
3393.525,675.13
3200.1125,949.58
3006.7,929.00
2879.7125,165.57
2752.725,50.00
2625.7375,188.29
2498.75,531.32
2282.2375,435.83
2065.725,435.83
1849.2125,300.20
1632.7,300.20
1413.2125,183.62
1193.725,98.88
974.2375,517.76
754.75,668.92
587.3125,883.10
419.875,422.33
252.4375,709.99
85,1554.80
63.75,2022.47
42.5,2824.70
21.25,1762.26
0,2136.01
0,2091.61
0,2096.66
0,2187.82
0,2281.30
0,2909.13
0,2472.32
0,1761.16
0,1860.36
0,1654.04
0,1930.55
0,1984.41
0,1813.80
0,2381.18
0,2655.42
0,2432.84
0,2315.36
0,1756.34
0,1076.14
0,707.31
0,0.00
0,401.75
0,428.53
0,165.49
0,465.08
0,806.83
0,799.91
0,1139.99
0,354.01
0,0.00
0,0.00
0,0.00
0,309.76
0,252.39
0,344.59
0,348.72
0,468.86
0,596.70
0,406.33
0,292.88
0,966.85
0,1841.49
0,1741.36
0,2356.90
0,2336.29
48.0625,2570.39
96.125,2330.23
144.1875,2571.09
192.25,2333.69
373.65,2027.80
555.05,1150.55
736.45,545.73
917.85,816.11
1131.85,1081.84
1345.85,715.95
1559.85,1545.43
1773.85,1795.43
1937.2875,962.69
2100.725,808.50
2264.1625,714.79
2427.6,519.69
2531.6125,152.13
2635.625,600.41
2739.6375,545.59
2843.65,1082.22
2968.8875,1064.37
3094.125,187.89
3219.3625,0.00
3344.6,824.18
3280.1125,824.18
3215.625,1809.10
3151.1375,2214.83
3086.65,803.52
2911.0125,266.58
2735.375,200.59
2559.7375,182.98
2384.1,496.84
2118,484.44
1851.9,450.42
1585.8,732.27
1319.7,605.62
1118.6375,347.03
917.575,347.03
716.5125,0.00
515.45,0.00
445.4125,0.00
375.375,156.37
305.3375,825.09
235.3,825.09
184.3375,1698.87
133.375,1478.73
82.4125,1397.42
31.45,1171.89
23.5875,866.95
15.725,1509.39
7.8625,1382.01
0,2406.95
0,1800.23
0,1589.62
0,1682.94
0,1240.61
0,1430.24
0,2200.91
0,1841.41
0,2129.49
0,2297.93
0,2776.93
0,2105.65
0,2202.35
0,2821.16
0,2265.28
0,2249.92
0,1344.20
0,732.97
0,427.70
0,436.20
0,186.55
0,241.74
0,241.00
0,191.00
0,121.19
0,128.79
0,400.03
0,271.24
0,316.15
0,316.15
0,137.99
0,137.99
0,1421.06
0,1037.48
0,412.57
0,750.48
0,947.57
0,1008.46
0,472.18
0,832.99
0,1041.85
0,2028.32
0,1704.87
0,1565.93
0,1671.87
38,1950.14
76,1507.35
114,2195.97
152,1294.52
288.1,768.01
424.2,736.96
560.3,1391.72
696.4,1391.72
873.1625,1091.74
1049.925,988.37
1226.6875,1258.81
1403.45,1235.87
1640.7375,1224.93
1878.025,279.62
2115.3125,824.28
2352.6,824.28
2323.925,708.69
2295.25,669.66
2266.575,297.01
2237.9,251.93
2390.375,643.08
2542.85,299.93
2695.325,109.89
2847.8,1150.35
2851.95,780.75
2856.1,611.42
2860.25,635.86
2864.4,479.07
2868.9,478.06
2873.4,433.11
2877.9,1023.55
2882.4,1694.43
2704.0625,1466.50
2525.725,116.75
2347.3875,0.00
2169.05,0.00
1976.4125,340.62
1783.775,322.90
1591.1375,343.04
1398.5,343.04
1158.05,251.91
917.6,251.91
677.15,922.34
436.7,1304.32
337.9875,1470.87
239.275,819.93
140.5625,1058.88
41.85,1011.79
31.3875,1647.73
20.925,1647.73
10.4625,1060.94
0,2098.62
0,2183.85
0,1560.20
0,1769.37
0,1888.42
0,1611.74
0,2393.81
0,2049.65
0,2385.60
0,1997.24
0,2289.51
0,2448.50
0,2448.50
0,2254.40
0,2073.53
0,2137.74
0,2016.32
0,2152.98
0,1357.29
0,1127.45
0,0.00
0,0.00
0,156.00
0,156.00
0,850.28
0,672.77
0,224.40
0,422.69
0,552.79
0,423.73
0,298.62
0,437.23
0,621.11
0,295.00
0,865.68
0,865.68
0,0.00
0,400.90
0,1407.28
0,1407.28
0,430.85
0,1702.88
0,998.50
0,2577.36
0,2389.54
63.6375,2265.57
127.275,1383.32
190.9125,1874.18
254.55,1255.04
498.0875,1074.69
741.625,1329.77
985.1625,1571.03
1228.7,1615.69
1478.575,773.52
1728.45,886.90
1978.325,1493.47
2228.2,947.91
2413.5,651.79
2598.8,375.31
2784.1,155.58
2969.4,0.00
3067.9625,0.00
3166.525,528.06
3265.0875,637.97
3363.65,0.00
3357.0625,187.44
3350.475,187.44
3343.8875,187.44
3337.3,1460.33
3412.4625,1153.17
3487.625,747.22
3562.7875,992.22
3637.95,953.03
3511.6375,875.66
3385.325,672.92
3259.0125,236.60
3132.7,449.01
2852.7375,449.01
2572.775,1078.65
2292.8125,915.56
2012.85,741.40
1799.4125,495.53
1585.975,0.00
1372.5375,361.27
1159.1,361.27
979.5875,503.17
800.075,503.17
620.5625,581.62
441.05,933.83
337.5875,933.83
234.125,291.59
130.6625,1815.68
27.2,2072.19
20.4,1858.91
13.6,1521.04
6.8,1250.33
0,1965.28
0,1832.36
0,1235.77
0,2450.83
0,1924.61
0,1679.58
0,1015.27
0,1900.59
0,2261.98
0,2203.43
0,2182.13
0,2092.05
0,2618.99
0,2766.78
0,2328.62
0,1447.63
0,1460.00
0,460.20
0,411.51
0,0.00
0,377.04
0,595.54
0,773.77
0,853.45
0,349.83
0,787.39
0,454.82
0,193.17
0,0.00
0,298.02
0,0.00
0,0.00
0,0.00
0,0.00
0,337.13
0,533.69
0,697.05
0,563.33
0,100.00
0,50.00
0,1053.72
0,1415.98
0,1550.66
0,1104.12
0,2339.82
36.5625,2337.96
73.125,2665.48
109.6875,2166.70
146.25,2073.08
376.1375,2016.26
606.025,1442.89
835.9125,1962.00
1065.8,1437.29
1318.9875,1134.55
1572.175,1038.86
1825.3625,465.25
2078.55,189.36
2352.9875,1167.91
2627.425,1549.60
2901.8625,268.39
3176.3,0.00
3261.725,312.50
3347.15,483.87
3432.575,558.93
3518,423.59
3633.125,225.37
3748.25,377.61
3863.375,197.50
3978.5,982.68
3940.8,1313.29
3903.1,836.52
3865.4,783.29
3827.7,355.56
3719.075,100.00
3610.45,783.78
3501.825,474.98
3393.2,760.21
3111.95,339.64
2830.7,339.64
2549.45,307.17
2268.2,540.21
2159.45,603.06
2050.7,491.79
1941.95,195.99
1833.2,0.00
1592.95,0.00
1352.7,0.00
1112.45,0.00
872.2,495.80
674.1375,1714.83
476.075,666.60
278.0125,769.93
79.95,401.14
59.9625,1767.05
39.975,1432.25
19.9875,1082.58
0,1386.10
0,1649.04
0,1546.24
0,1957.87
0,1957.87
0,1125.83
0,1180.54
0,2071.31
0,1661.74
0,2074.60
0,2147.59
0,1862.73
0,2427.57
0,2429.14
0,2038.65
0,2590.26
0,1436.47
0,448.96
0,398.96
0,264.61
0,720.62
0,70.85
0,0.00
0,0.00
0,271.98
0,657.14
0,657.14
0,190.87
0,260.51
0,260.51
0,415.67
0,1203.42
0,966.51
0,630.54
0,137.94
0,0.00
0,652.78
0,652.78
0,119.53
0,1241.09
0,1140.00
0,2805.41
0,2449.96
0,2022.31
0,2986.19
73.075,2538.69
146.15,2540.81
219.225,2269.10
292.3,2485.82
545.0125,2168.04
797.725,1031.05
1050.4375,1336.79
1303.15,1268.31
1570.35,766.93
1837.55,566.20
2104.75,346.24
2371.95,497.14
2565.7375,497.14
2759.525,378.11
2953.3125,331.65
3147.1,996.03
3294.1125,599.63
3441.125,323.29
3588.1375,303.13
3735.15,122.11
3785.0625,0.00
3834.975,682.87
3884.8875,525.98
3934.8,11.54
3933.9875,637.42
3933.175,637.42
3932.3625,1249.16
3931.55,806.49
3792.05,1026.30
3652.55,755.91
3513.05,677.14
3373.55,295.82
3239.4125,114.89
3105.275,0.00
2971.1375,0.00
2837,344.28
2628.8375,338.51
2420.675,504.43
2212.5125,504.43
2004.35,252.38
1756.8875,307.79
1509.425,1092.56
1261.9625,695.04
1014.5,890.10
782.2625,736.89
550.025,836.90
317.7875,960.95
85.55,802.19
64.1625,1699.24
42.775,2050.36
21.3875,1963.33
0,1527.06
0,2261.69
0,2245.13
0,2364.62
0,1620.87
0,1963.92
0,1824.01
0,2979.44
0,3027.83
0,2385.22
0,2211.03
0,1771.10
0,2082.59
0,2191.67
0,1191.40
0,1307.60
0,1315.17
0,1195.02
0,849.53
0,440.38
0,642.41
0,958.17
0,445.56
0,478.17
0,478.17
0,676.11
0,663.87
0,473.78
0,317.83
0,853.19
0,853.19
0,596.61
0,0.00
0,0.00
0,387.21
0,487.48
0,688.47
0,649.79
0,941.14
0,922.12
0,1951.85
0,1900.60
0,1780.81
0,1685.25
0,2257.76
71.625,1838.08
143.25,1283.29
214.875,1613.16
286.5,1036.74
554.025,1125.21
821.55,1954.30
1089.075,1955.23
1356.6,1778.34
1618.075,1488.94
1879.55,783.77
2141.025,877.30
2402.5,743.33
2581.5,927.98
2760.5,518.51
2939.5,210.20
3118.5,522.70
3227.05,1207.34
3335.6,1329.88
3444.15,597.19
3552.7,88.76
3535.4625,652.70
3518.225,904.05
3500.9875,140.72
3483.75,1133.58
3477.5,953.44
3471.25,615.98
3465,830.69
3458.75,297.97
3347.725,627.84
3236.7,570.91
3125.675,390.83
3014.65,559.97
2916.9125,619.31
2819.175,773.62
2721.4375,710.82
2623.7,189.42
2391.5375,689.61
2159.375,323.57
1927.2125,763.06
1695.05,388.22
1481.8125,325.21
1268.575,273.82
1055.3375,273.82
842.1,416.89
648.875,410.24
455.65,300.86
262.425,610.49
69.2,1539.71
51.9,1227.82
34.6,1204.35
17.3,2086.19
0,2422.37
0,2628.51
0,2864.36
0,2076.79
0,2260.10
0,2630.68
0,2454.66
0,1890.92
0,1970.71
0,2205.13
0,2113.93
0,2548.21
0,2386.36
0,2155.70
0,2196.24
0,1849.85
0,1654.34
0,1237.92
0,697.52
0,266.81
0,0.00
0,1135.23
0,1135.23
0,921.88
0,263.72
0,68.69
0,104.90
0,362.31
0,290.90
0,382.78
0,382.78
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,216.13
0,447.63
0,1520.68
0,610.92
0,1363.42
0,2123.93
0,2451.49
0,2701.70
0,2173.76
64.5875,1637.53
129.175,1193.01
193.7625,1634.41
258.35,1628.35
504.1,1881.37
749.85,1819.36
995.6,2004.50
1241.35,1679.40
1521.025,594.32
1800.7,791.22
2080.375,538.54
2360.05,599.53
2570.725,336.21
2781.4,477.42
2992.075,421.48
3202.75,776.80
3182.5625,730.44
3162.375,295.27
3142.1875,541.55
3122,646.59
3227.5625,853.40
3333.125,914.11
3438.6875,571.68
3544.25,1394.78
3453.3,1897.78
3362.35,517.05
3271.4,807.04
3180.45,602.46
3135.3625,169.64
3090.275,433.98
3045.1875,381.82
3000.1,601.24
2774.725,507.24
2549.35,475.76
2323.975,475.76
2098.6,0.00
1958.3,575.54
1818,394.52
1677.7,493.57
1537.4,318.98
1357.225,0.00
1177.05,258.24
996.875,258.24
816.7,628.98
625.1,1076.84
433.5,1088.19
241.9,537.56
50.3,1511.88
37.725,1680.25
25.15,1380.26
12.575,1259.30
0,1855.82
0,2190.49
0,2291.24
0,1923.29
0,1835.36
0,2035.87
0,1378.74
0,2133.65
0,2295.74
0,2113.25
0,2242.42
0,2681.37
0,2342.97
0,1821.01
0,1326.20
0,2449.73
0,1985.10
0,328.50
0,364.26
0,231.19
0,0.00
0,300.80
0,665.71
0,1010.35
0,357.94
0,163.13
0,163.13
0,50.00
0,0.00
0,0.00
0,247.95
0,247.95
0,164.76
0,160.63
0,0.00
0,0.00
0,0.00
0,0.00
0,663.93
0,1355.87
0,1734.92
0,1843.76
0,1698.36
0,2187.92
0,2260.56
72.375,1380.44
144.75,2441.26
217.125,1758.15
289.5,2637.64
563.4625,1895.55
837.425,1561.09
1111.3875,1977.77
1385.35,1000.39
1646.4,949.75
1907.45,2090.06
2168.5,895.62
2429.55,720.11
2579.7,159.69
2729.85,572.36
2880,727.17
3030.15,727.17
3080.1,474.74
3130.05,540.71
3180,171.22
3229.95,451.71
3272.45,259.85
3314.95,199.25
3357.45,128.61
3399.95,949.52
3353.35,404.71
3306.75,768.74
3260.15,1092.11
3213.55,774.45
3208.85,384.51
3204.15,805.45
3199.45,726.74
3194.75,921.91
3101.6875,485.75
3008.625,347.74
2915.5625,347.74
2822.5,69.89
2569.3625,0.00
2316.225,0.00
2063.0875,470.40
1809.95,470.40
1589.4125,411.46
1368.875,542.72
1148.3375,50.00
927.8,332.59
714.1375,579.99
500.475,555.88
286.8125,674.01
73.15,2171.81
54.8625,1730.14
36.575,1739.32
18.2875,1236.85
0,2209.84
0,1228.03
0,2180.90
0,1931.07
0,2231.45
0,2314.90
0,2832.39
0,2283.43
0,2404.51
0,2073.40
0,2502.35
0,2549.16
0,2417.75
0,2814.68
0,2264.97
0,2336.91
0,994.55
0,417.36
0,548.23
0,846.98
0,0.00
0,0.00
0,247.79
0,614.08
0,500.46
0,174.48
0,0.00
0,304.95
0,170.40
0,0.00
0,328.34
0,328.34
0,0.00
0,0.00
0,441.65
0,561.69
0,734.89
0,805.63
0,756.45
0,1670.00
0,1398.45
0,1871.84
0,2112.83
0,1648.34
0,1558.05
67.025,1323.77
134.05,1296.26
201.075,1916.93
268.1,1879.07
500.5125,1649.59
732.925,1577.22
965.3375,860.27
1197.75,967.87
1403.7375,1322.69
1609.725,1143.90
1815.7125,983.55
2021.7,1295.47
2226.25,465.19
2430.8,465.19
2635.35,67.35
2839.9,452.61
2936.3375,120.34
3032.775,673.43
3129.2125,502.22
3225.65,0.00
3220.6375,0.00
3215.625,537.76
3210.6125,717.19
3205.6,701.53
3252.7125,1215.75
3299.825,1206.62
3346.9375,1156.93
3394.05,900.59
3273.9625,755.67
3153.875,232.88
3033.7875,456.01
2913.7,1167.22
2853,1292.53
2792.3,550.71
2731.6,312.16
2670.9,429.05
2374.85,424.14
2078.8,0.00
1782.75,411.32
1486.7,671.01
1345.1875,142.97
1203.675,274.40
1062.1625,0.00
920.65,195.96
706.8125,329.88
492.975,318.87
279.1375,748.45
65.3,976.87
48.975,1210.40
32.65,847.06
16.325,445.13
0,1497.10
0,2605.20
0,2238.58
0,1333.56
0,2289.77
0,2012.23
0,2521.98
0,1792.96
0,1623.43
0,2136.25
0,2832.02
0,2523.88
0,1114.63
0,1209.98
0,1003.09
0,1813.69
0,1243.96
0,773.46
0,239.61
0,300.21
0,0.00
0,362.06
0,165.38
0,586.11
0,627.16
0,381.02
0,1001.22
0,867.61
0,492.30
0,297.69
0,470.48
0,356.94
0,756.25
0,408.62
0,131.17
0,0.00
0,678.20
0,678.20
0,436.62
0,0.00
0,770.64
0,1503.92
0,1793.57
0,2016.45
0,2318.07
77,1625.73
154,1648.29
231,1685.58
308,1444.57
572.4,751.54
836.8,1231.33
1101.2,1986.87
1365.6,1987.20
1610.4375,1324.69
1855.275,1488.75
2100.1125,1281.72
2344.95,501.86
2500.0125,327.81
2655.075,285.16
2810.1375,612.46
2965.2,365.41
3088.7,266.57
3212.2,266.57
3335.7,391.29
3459.2,260.58
3472.675,1242.46
3486.15,861.20
3499.625,108.88
3513.1,224.04
3544.075,839.42
3575.05,2000.22
3606.025,1132.08
3637,1086.01
3518.4125,869.48
3399.825,345.73
3281.2375,448.72
3162.65,497.25
3015.725,0.00
2868.8,277.95
2721.875,661.99
2574.95,821.42
2409.7375,682.33
2244.525,472.56
2079.3125,442.50
1914.1,84.06
1601.3625,0.00
1288.625,0.00
975.8875,0.00
663.15,1026.80
507.8125,1324.41
352.475,1172.87
197.1375,1031.45
41.8,1198.56
31.35,2767.07
20.9,1327.36
10.45,863.64
0,1531.76
0,1952.92
0,1683.64
0,2182.21
0,2153.87
0,2264.68
0,2313.19
0,2496.27
0,2775.66
0,2737.85
0,2397.91
0,2281.51
0,2517.62
0,2817.64
0,2101.04
0,2156.79
0,1118.38
0,553.82
0,532.49
0,682.24
0,221.34
0,105.59
0,105.59
0,105.59
0,195.32
0,882.12
0,702.53
0,627.25
0,627.25
0,130.35
0,121.77
0,258.17
0,213.62
0,794.47
0,347.07
0,489.66
0,333.32
0,333.32
0,552.07
0,464.50
0,671.00
0,723.33
0,1123.86
0,1177.68
0,1372.36
69.7,1107.12
139.4,1495.43
209.1,2023.36
278.8,1382.02
545.0625,2160.49
811.325,2420.87
1077.5875,2502.43
1343.85,1722.67
1581.7125,989.54
1819.575,1237.98
2057.4375,1080.54
2295.3,1166.94
2476.9125,966.47
2658.525,966.47
2840.1375,545.00
3021.75,679.36
3121.3125,637.97
3220.875,790.37
3320.4375,790.37
3420,783.74
3462.1,926.96
3504.2,829.70
3546.3,86.90
3588.4,388.83
3535.575,643.50
3482.75,1126.64
3429.925,1789.11
3377.1,259.36
3169.4,897.05
2961.7,618.93
2754,774.06
2546.3,426.90
2407.375,601.08
2268.45,977.27
2129.525,420.60
1990.6,223.52
1736.2625,269.57
1481.925,426.07
1227.5875,329.43
973.25,503.59
791.875,641.62
610.5,803.01
429.125,817.77
247.75,605.38
191.125,1465.15
134.5,1465.15
77.875,610.74
21.25,1263.02
15.9375,1263.02
10.625,1618.51
5.3125,1756.75
0,1248.20
0,1692.00
0,1560.10
0,2415.12
0,2365.01
0,1923.97
0,1486.18
0,971.41
0,2379.73
0,2024.36
0,1953.65
0,1950.93
0,2151.76
0,2116.46
0,2057.46
0,2441.30
0,1375.34
0,1436.52
0,1417.92
0,1697.97
0,0.00
0,247.18
0,665.87
0,894.83
0,490.94
0,266.67
0,540.95
0,552.12
0,1211.81
0,681.63
0,80.32
0,0.00
0,0.00
0,436.02
0,223.50
0,0.00
0,429.31
0,830.91
0,1066.47
0,570.59
0,1700.50
0,2301.99
0,1350.84
0,691.66
0,2099.13
73.525,2334.64
147.05,2582.20
220.575,2549.77
294.1,2169.92
555.0125,1870.16
815.925,1591.44
1076.8375,481.83
1337.75,1888.19
1590.725,956.67
1843.7,1130.45
2096.675,955.40
2349.65,265.94
2469.7,594.83
2589.75,173.03
2709.8,620.81
2829.85,383.36
2917.3125,383.36
3004.775,0.00
3092.2375,214.25
3179.7,214.25
3173.375,214.25
3167.05,274.93
3160.725,812.21
3154.4,1162.02
3228,887.82
3301.6,676.48
3375.2,522.45
3448.8,589.26
3334.975,729.34
3221.15,844.58
3107.325,0.00
2993.5,0.00
2813.8375,0.00
2634.175,283.89
2454.5125,907.46
2274.85,847.54
2077.6875,321.27
1880.525,442.76
1683.3625,598.25
1486.2,216.90
1214.2125,197.96
942.225,233.08
670.2375,421.30
398.25,768.00
302.7,1049.14
207.15,449.58
111.6,542.02
16.05,743.41
12.0375,812.58
8.025,1421.42
4.0125,1682.18
0,958.52
0,1676.93
0,2316.91
0,2343.60
0,2222.21
0,2223.23
0,2368.65
0,2948.36
0,2736.86
0,1937.30
0,2291.63
0,1891.62
0,2141.22
0,2036.65
0,1671.95
0,2517.22
0,2509.56
0,747.62
0,869.87
0,571.65
0,689.98
0,689.98
0,5.90
0,237.48
0,237.48
0,241.63
0,241.63
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,256.11
0,596.12
0,345.15
0,121.69
0,619.19
0,834.69
0,2067.50
0,2060.78
0,2029.61
0,1885.90
0,2029.42
72.575,1760.54
145.15,2207.93
217.725,2055.05
290.3,1965.29
495.9,2045.13
701.5,2091.70
907.1,1721.99
1112.7,1290.82
1353.0125,769.05
1593.325,769.05
1833.6375,863.39
2073.95,1045.32
2339.125,362.66
2604.3,215.52
2869.475,998.64
3134.65,552.35
3150.9875,277.55
3167.325,506.50
3183.6625,344.25
3200,604.64
3211.1875,369.27
3222.375,995.29
3233.5625,674.04
3244.75,338.52
3250.9125,130.98
3257.075,254.74
3263.2375,1074.02
3269.4,971.60
3101.125,900.66
2932.85,779.45
2764.575,710.07
2596.3,674.09
2561.3,402.44
2526.3,50.00
2491.3,432.61
2456.3,253.14
2221.3375,601.86
1986.375,415.65
1751.4125,205.09
1516.45,568.02
1280.4625,382.35
1044.475,886.49
808.4875,358.70
572.5,515.63
441.8,370.21
311.1,945.28
180.4,1269.76
49.7,1034.83
37.275,1532.84
24.85,1007.54
12.425,1175.58
0,1618.44
0,2089.72
0,2155.43
0,2464.65
0,1728.04
0,1991.97
0,1917.54
0,1986.20
0,1147.16
0,2355.06
0,2899.06
0,2050.42
0,1895.99
0,1867.75
0,2068.59
0,2022.43
0,1245.32
0,1263.00
0,313.83
0,50.00
0,333.52
0,333.52
0,1073.56
0,340.99
0,0.00
0,191.47
0,511.73
0,511.73
0,612.63
0,612.63
0,648.59
0,897.26
0,881.65
0,750.99
0,81.14
0,232.32
0,803.33
0,622.80
0,410.51
0,243.90
0,772.96
0,854.86
0,1154.43
0,2153.68
0,1171.23
70.4875,2080.49
140.975,2202.41
211.4625,1818.83
281.95,1991.44
488.325,1875.29
694.7,2003.33
901.075,2035.56
1107.45,1493.59
1265.5875,1722.28
1423.725,945.80
1581.8625,1405.72
1740,931.75
1805.5375,680.37
1871.075,1852.54
1936.6125,1847.85
2002.15,582.34
2220.2875,569.64
2438.425,403.29
2656.5625,395.70
2874.7,463.47
2956.8375,165.95
3038.975,50.00
3121.1125,1350.97
3203.25,1350.97
3138.9625,1143.99
3074.675,323.75
3010.3875,1174.06
2946.1,854.70
2714.9,832.88
2483.7,0.00
2252.5,612.95
2021.3,210.09
1878.4,518.13
1735.5,138.14
1592.6,465.17
1449.7,665.04
1293.825,217.95
1137.95,486.61
982.075,416.60
826.2,195.96
732.35,358.87
638.5,358.87
544.65,640.34
450.8,522.42
350.625,646.77
250.45,1034.47
150.275,1434.50
50.1,891.50
37.575,1021.29
25.05,2160.14
12.525,2789.88
0,1836.99
0,2186.53
0,2066.82
0,2249.56
0,2002.38
0,2104.93
0,1357.28
0,2015.97
0,2330.15
0,2280.20
0,2200.01
0,2620.91
0,3408.63
0,2780.80
0,2304.72
0,2131.53
0,810.93
0,681.04
0,1481.53
0,1397.16
0,0.00
0,0.00
0,433.21
0,329.49
0,822.76
0,265.75
0,113.69
0,477.71
0,825.36
0,301.11
0,212.79
0,212.79
0,316.34
0,702.70
0,502.85
0,367.02
0,107.65
0,198.33
0,389.09
0,389.09
0,588.79
0,1202.92
0,1994.71
0,1915.76
0,1489.54
46.925,1409.41
93.85,1628.26
140.775,2183.36
187.7,1982.50
326.375,1738.81
465.05,1611.53
603.725,1280.14
742.4,1152.16
915.15,695.29
1087.9,702.95
1260.65,261.73
1433.4,991.07
1590.45,355.93
1747.5,185.58
1904.55,70.67
2061.6,0.00
2057.875,318.35
2054.15,160.85
2050.425,0.00
2046.7,419.59
2156.5,828.78
2266.3,690.15
2376.1,582.39
2485.9,1566.23
2424.275,1197.44
2362.65,730.42
2301.025,874.87
2239.4,874.87
2235.9875,203.20
2232.575,201.99
2229.1625,187.25
2225.75,336.81
2015.7125,0.00
1805.675,0.00
1595.6375,166.02
1385.6,166.02
1233.45,693.63
1081.3,262.00
929.15,100.77
777,0.00
649.925,0.00
522.85,0.00
395.775,0.00
268.7,537.91
205.0875,278.90
141.475,664.42
77.8625,754.02
14.25,1227.43
10.6875,1782.15
7.125,2055.92
3.5625,1434.73
0,1400.52
0,2310.40
0,2478.49
0,2264.05
0,2417.85
0,2491.58
0,2652.05
0,2146.68
0,2483.70
0,2397.42
0,2772.48
0,2626.24
0,2057.46
0,1937.88
0,2210.18
0,2178.18
0,1600.28
0,863.34
0,671.34
0,1039.11
0,0.00
0,0.00
0,0.00
0,402.94
0,563.24
0,211.35
0,373.01
0,637.90
0,741.60
0,334.75
0,334.75
0,220.37
0,341.80
0,395.13
0,185.55
0,493.20
0,318.24
0,280.68
0,639.38
0,609.05
0,1850.27
0,2683.09
0,2284.67
0,1998.76
0,2807.19
20.9875,2386.97
41.975,2001.86
62.9625,1932.02
83.95,2138.28
143.6875,1484.03
203.425,1952.72
263.1625,1386.18
322.9,1587.47
447.575,1348.60
572.25,1125.17
696.925,687.33
821.6,1123.90
980.0125,732.14
1138.425,490.19
1296.8375,488.10
1455.25,585.92
1490.175,0.00
1525.1,0.00
1560.025,321.78
1594.95,348.26
1856.225,290.09
2117.5,155.58
2378.775,394.36
2640.05,836.02
2668.65,1159.90
